,SongName,ArtistName
"1190,Nefret,""Patron, Ati242, Bedo, Emboli"""
1191,Lambo Diablo GT (feat. Nimo),Capo
"1192,Oye,""TINI, Sebastian Yatra"""
1193,Roses - Imanbek Remix,SAINt JHN
"1194,Tequila,""Juanes, Christian Nodal"""
1195,Gdybyś Kiedyś,Paluch
1196,What If I Told You That I Love You,Ali Gatie
1197,Gyalchester,Drake
1198,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott
1199,La Zona,Bad Bunny
"1200,Ella Quiere Beber - Remix,""Anuel AA, Romeo Santos"""
"1201,Neresi?,""BEGE, EFESAVAGE"""
1202,Caro,Bad Bunny
1203,Cheap Thrills,Sia
"1204,DANCE,""CLMD, Tungevaag"""
"1205,""I Don’t Wanna Live Forever (Fifty Shades Darker) - From """"Fifty Shades Darker (Original Motion Picture Soundtrack)"""""",""ZAYN, Taylor Swift"""
1206,Blueberry Faygo,Lil Mosey
1207,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann
1208,What If I Told You That I Love You,Ali Gatie
1209,Youngblood,5 Seconds of Summer
1210,Mutyla,7th Block
1211,IDGAF,Dua Lipa
"1212,La Cama,""Lunay, Myke Towers"""
1213,Ballin' (with Roddy Ricch),Mustard
1214,Panda,Desiigner
"1215,Starboy,""The Weeknd, Daft Punk"""
1216,Blueberry Faygo,Lil Mosey
1217,Moonlight,XXXTENTACION
1218,HIGHEST IN THE ROOM,Travis Scott
1219,La Cumbia Sampuesana,Aniceto Molina Y La Luz Roja De San Marcos
1220,In Your Eyes,The Weeknd
1221,Memories,Maroon 5
"1222,Tusa,""KAROL G, Nicki Minaj"""
"1223,Na serio,""Białas, Lanek, Bedoes"""
1224,Suicidal (Remix) [feat. Juice WRLD],YNW Melly
1225,Call On Me - Ryan Riback Extended Remix,Starley
1226,Bílá & Černá,Nik Tendo
"1227,Despacito - Remix,""Luis Fonsi, Daddy Yankee, Justin Bieber"""
1228,Don't Let Me Down (feat. Daya),The Chainsmokers
1229,Blinding Lights,The Weeknd
"1230,Paris,""Lord Siva, Vera"""
1231,Marmalade (feat. Lil Yachty),Macklemore
"1232,Just Hold On,""Steve Aoki, Louis Tomlinson"""
1233,My Dream,Nesbeth
"1234,Call You Mine,""The Chainsmokers, Bebe Rexha"""
1235,Lo Que Tengo Yo,Los 4
"1236,You Don't Know Me - Radio Edit,""Jax Jones, RAYE"""
1237,Chunks,Phlake
1238,One Kiss (with Dua Lipa),Calvin Harris
1239,Don't Let Me Down (feat. Daya),The Chainsmokers
"1240,Chalo Chalein,""Ritviz, Seedhe Maut"""
1241,Se Dio Mono Matia,Anastasios Rammos
"1242,Safari,""J Balvin, Pharrell Williams, BIA, Sky"""
"1243,Jungle Boyz,""Malik Montana, Olek"""
"1244,Don't Wanna Know,""Maroon 5, Kendrick Lamar"""
1245,Ransom,Lil Tecca
1246,Panini,Lil Nas X
1247,Heart On Ice,Rod Wave
"1248,Deja Que Te Bese,""Alejandro Sanz, Marc Anthony"""
1249,心淡,Joey Yung
1250,Lust for Life (with The Weeknd),Lana Del Rey
1251,Work from Home (feat. Ty Dolla $ign),Fifth Harmony
1252,Ransom,Lil Tecca
1253,Dopotutto,Federica Carta
1254,Por Mi No Te Detengas,Banda MS de Sergio Lizárraga
1255,Life Is Good (feat. Drake),Future
1256,XO TOUR Llif3,Lil Uzi Vert
1257,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson
"1258,""CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's """"TROLLS"""")"",Justin Timberlake"
1259,Hello,Adele
1260,واحد وعشرين,Wegz
1261,หวง (You're Mine),Earth Patravee
1262,Controlla,Drake
"1263,""Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)"",Lil Wayne"
1264,Castle on the Hill,Ed Sheeran
"1265,Krippy Kush,""Farruko, Bad Bunny, Rvssian"""
1266,My Oh My (feat. DaBaby),Camila Cabello
1267,Stupid Love,Lady Gaga
"1268,Esta Noche,""Mike Bahía, Greeicy"""
1269,El Roto - En Vivo,Grupo Firme
1270,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth
1271,Felices los 4,Maluma
"1272,Side To Side,""Ariana Grande, Nicki Minaj"""
1273,Rich Love (with Seeb),OneRepublic
"1274,What Do You Love,""Seeb, Jacob Banks"""
1275,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo
1276,Slippery (feat. Gucci Mane),Migos
1277,Mä hiihdän,Antti Tuisku
1278,羅生門,Juno Mak
1279,Bad Liar,Selena Gomez
"1280,death bed (coffee for your head),""Powfu, beabadoobee"""
"1281,Denamet,""molotof, Marwan Pablo"""
1282,Falling,Trevor Daniel
"1283,Que Calor (with J Balvin & El Alfa),""Major Lazer, Diplo"""
"1284,""CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's """"TROLLS"""")"",Justin Timberlake"
1285,Lighthouse - Andrelli Remix,Hearts & Colors
1286,Bare så du vett det,Stavangerkameratene
1287,Big Fish,Vince Staples
1288,Sei bella come Roma,DANDY TURNER
1289,Weak,AJR
"1290,Tierra Mala,""Los Chiches Vallenatos, Amin Martinez"""
1291,Fake Love,Drake
1292,Llamame Mas Temprano,Mano Arriba
"1293,""Diles (feat. Arcangel, Nengo Flow, Dj Luian & Mambo Kings)"",""Ozuna, Bad Bunny, Farruko, Ñengo Flow"""
"1294,Hola - Remix,""Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow"""
1295,Godzilla (feat. Juice WRLD),Eminem
1296,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann
1297,Skechers,DripReport
"1298,Boys In The Street,""Seeb, Greg Holden"""
1299,iPhone 17 (feat. Moé),KC Rebell
1300,All of Me,John Legend
"1301,Bellaquita,""Dalex, Lenny Tavárez"""
1302,Castle on the Hill,Ed Sheeran
"1303,Real Madrid,""Zuna, Miami Yacine"""
1304,bad guy,Billie Eilish
1305,Sign of the Times,Harry Styles
1306,Sign of the Times,Harry Styles
1307,Boss Bitch,Doja Cat
1308,Intentions (feat. Quavo),Justin Bieber
1309,Attention,Charlie Puth
"1310,""Lucho SSJ: Bzrp Music Sessions, Vol. 26"",""Bizarrap, Lucho SSJ"""
1311,Ride,Twenty One Pilots
"1312,Down,""Fifth Harmony, Gucci Mane"""
1313,HUMBLE.,Kendrick Lamar
1314,A las Nueve,No Te Va Gustar
1315,Photograph,Ed Sheeran
"1316,Chained To The Rhythm,""Katy Perry, Skip Marley"""
"1317,Despacito - Remix,""Luis Fonsi, Daddy Yankee, Justin Bieber"""
"1318,Alguien Robo,""Sebastian Yatra, Nacho, Wisin"""
1319,Godzilla (feat. Juice WRLD),Eminem
1320,Perro Fiel (feat. Nicky Jam),Shakira
1321,I Like Me Better,Lauv
1322,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit
1323,El Amante,Nicky Jam
1324,Your Song,Rita Ora
"1325,911,""Feid, Nacho"""
1326,Should Have Been There,Regi
"1327,All Night,""The Vamps, Matoma"""
1328,Felices los 4,Maluma
"1329,Si Te Vas,""Sech, Ozuna"""
"1330,Breaking Me,""Topic, A7S"""
"1331,Don't Say,""The Chainsmokers, Emily Warren"""
1332,Se Me Olvidó,Christian Nodal
1333,Stay (with Alessia Cara),Zedd
1334,Como É Que a Gente Fica - Ao Vivo,Henrique & Juliano
1335,Alone Again,The Weeknd
1336,24K Magic,Bruno Mars
"1337,Unforgettable,""French Montana, Swae Lee"""
"1338,Traumatised,""Skepta, Chip, Young Adz"""
1339,Beni Vur - Akustik,Deniz Tekin
1340,lovely (with Khalid),Billie Eilish
1341,Chasin' You,Morgan Wallen
"1342,Asio,""Ben Cristovao, The Glowsticks"""
1343,Kisses Back,Matthew Koma
"1344,OUT WEST (feat. Young Thug),""JACKBOYS, Travis Scott"""
1345,Λ. Lové,Damso
1346,Mráz,Viktor Sheen
1347,Malibu,Miley Cyrus
1348,Free Smoke,Drake
1349,occh1 purpl3 - feat. Marracash,tha Supreme
"1350,Calma - Remix,""Pedro Capó, Farruko"""
1351,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar
1352,Human,Rag'n'Bone Man
"1353,Talk About It,""Mike Perry, Hot Shade"""
1354,Selamanya Cinta,D'Cinnamons
1355,Sign of the Times,Harry Styles
1356,Playing Games (with Bryson Tiller) - Extended Version,Summer Walker
"1357,Strip That Down,""Liam Payne, Quavo"""
1358,Stressed Out,Twenty One Pilots
1359,It Ain't Me (with Selena Gomez),Kygo
"1360,Hey DJ,""CNCO, Yandel"""
1361,To the Max (feat. Drake),DJ Khaled
1362,Perfect,Ed Sheeran
1363,No Vacancy,OneRepublic
1364,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit
1365,Feelings,Lauv
"1366,No Baile Nós É Mídia,""DJ Henrique da VK, Mc Poze do Rodo"""
"1367,Talk About It,""Mike Perry, Hot Shade"""
1368,Me Enamoré,Shakira
1369,Qué Gano Olvidándote (feat. Zion & Lennox) - Versión Urbana,Reik
1370,Despacito (Featuring Daddy Yankee),Luis Fonsi
"1371,Pa Ti,""Bad Bunny, Bryant Myers"""
1372,Eluwina,Kacper Blonsky
1373,Whatever It Takes,Imagine Dragons
1374,Yellow Hearts,Ant Saunders
1375,Ni Un Centavo,Malacates Trebol Shop
"1376,I'm the One,""DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne"""
1377,Hotel,Kita Alexander
1378,Yellow Hearts,Ant Saunders
1379,home with you,FKA twigs
"1380,Juicy,""Doja Cat, Tyga"""
"1381,Si Te Vas,""Sech, Ozuna"""
1382,Let Migo,D Smoke
"1383,Surtada - Remix Brega Funk,""Dadá Boladão, Tati Zaqui, OIK"""
"1384,Como Va,""Miway, Valeria Gau"""
1385,There's Nothing Holdin' Me Back,Shawn Mendes
"1386,""Know No Better (feat. Travis Scott, Camila Cabello & Quavo)"",Major Lazer"
1387,Spark,TAEYEON
1388,Plop Die Chickie Van Achter,7SideBaby
"1389,Imaginaste - Remix,""Jhay Cortez, Wisin & Yandel"""
1390,ORANGE SODA,Baby Keem
"1391,Havana - Remix,""Camila Cabello, Daddy Yankee"""
1392,Benz Truck - гелик,Lil Peep
1393,Quit (feat. Ariana Grande),Cashmere Cat
"1394,Tadow,""Masego, FKJ"""
"1395,One Dance,""Drake, WizKid, Kyla"""
1396,Bad Liar,Selena Gomez
1397,Fake Love,Drake
1398,Get It Right (feat. MØ),Diplo
1399,Despacito (Featuring Daddy Yankee),Luis Fonsi
1400,Deja Vu,Scarlet Pleasure
1401,Sönmüyor Ateşimiz - Akustik Versiyon,Güven Baran
1402,No Promises (feat. Demi Lovato),Cheat Codes
1403,Aubameyang,La Fouine
1404,No Vacancy,OneRepublic
1405,Ostepop Blues,Rock Fjellstad
1406,Call On Me - Ryan Riback Extended Remix,Starley
1407,Dominick the Donkey (The Italian Christmas Donkey) [with Joe Reisman's Orchestra and Chorus],Lou Monte
"1408,Just Hold On,""Steve Aoki, Louis Tomlinson"""
1409,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran
1410,คืนข้ามปี,Da Endorphine
1411,Jólahjól,Sniglabandið
1412,do re mi,blackbear
1413,The Night We Met,Lord Huron
"1414,All I Need,""Anfa Rose, Manu Crooks"""
"1415,In the Name of Love,""Martin Garrix, Bebe Rexha"""
1416,Nowadays (feat. Landon Cube),Lil Skies
1417,Me Enamoré,Shakira
"1418,FRIENDS,""Marshmello, Anne-Marie"""
"1419,111 Prozent,""TaiMO, AchtVier"""
1420,My Life Is Going On - Música Original De La Serie De TV La Casa De Papel / Money Heist,Cecilia Krull
1421,Stay With Me,Sam Smith
"1422,Lemon Tree,""Pesho & Dave Bo, Will Jay"""
1423,River (feat. Ed Sheeran),Eminem
1424,Dive,Ed Sheeran
1425,We Might Be Dead By Tomorrow,Soko
"1426,FRIENDS,""Marshmello, Anne-Marie"""
1427,Pizza Kebab,Ghali
"1428,Scared to Be Lonely,""Martin Garrix, Dua Lipa"""
1429,Zombie,The Cranberries
"1430,De Vez en Cuando,""Franco """"El Gorilla"""", Ozuna"""
1431,Peek-A-Boo,Red Velvet
"1432,""King's Dead (with Kendrick Lamar, Future & James Blake)"",Jay Rock"
1433,Olha a Explosão,MC Kevinho
1434,Heart Beat Here,Dashboard Confessional
1435,Go Fuck Yourself,Two Feet
1436,Forever (feat. David Taylor) - Radio Edit,Mosimann
1437,Luna Llena,Malu Trevejo
1438,Hacia el Fondo,Rubio
"1439,In the Name of Love,""Martin Garrix, Bebe Rexha"""
1440,All Girls Are The Same,Juice WRLD
1441,Signor S,Me contro Te
1442,Nadie ha dicho,Laura Pausini
"1443,Sensualidad,""Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian"""
1444,Better Now,Post Malone
1445,Mine,Bazzi
1446,Remind Me,Eminem
"1447,Come neve,""Giorgia, Marco Mengoni"""
1448,Wasted,Peking Duk
1449,Thick Niggas and Anime Tiddies,Dbangz
1450,Me Niego (feat. Ozuna & Wisin),Reik
1451,I'm Not Racist,Joyner Lucas
1452,Whatever It Takes,Imagine Dragons
"1453,Criminal,""Natti Natasha, Ozuna"""
"1454,Bonita,""J Balvin, Jowell & Randy"""
1455,Kill Yourself (Part III),$uicideboy$
1456,Agit,islandman
"1457,Olhares,""Cynthia Luz, Rap Box, Sant"""
"1458,rockstar,""Post Malone, 21 Savage"""
"1459,First Time,""Kygo, Ellie Goulding"""
1460,Le Gusta Que Le Den,Lapiz Conciente
1461,Be Mine,Ofenbach
"1462,Canada Goose,""Pressa, Tory Lanez"""
1463,Opladen / Loslaten,Lil Kleine
"1464,Holdin' On,""TRESHZ, Excellence"""
"1465,Bebé - Remix,""Brytiago, Daddy Yankee, Nicky Jam"""
1466,Comeme el Donut,Los Donuts
1467,Rebel Soul (Spanish Version),Alexia Bosch
1468,Für Immer Jung - Hardstyle Edit,Harris & Ford
"1469,Recuerdos,""Kelmitt, Lary Over, Farruko"""
1470,Paramedic!,SOB X RBE
"1471,Visas Taisnības/Tik Tā Viena,""Visas Taisnības, Edavārdi"""
"1472,Bella y Sensual,""Romeo Santos, Daddy Yankee, Nicky Jam"""
1473,Let You Down,NF
1474,Girls Like You (feat. Cardi B),Maroon 5
1475,Taste (feat. Offset),Tyga
"1476,Manhattan-Kaboul,""Renaud, Axelle Red"""
1477,In My Feelings,Drake
1478,In My Blood,Shawn Mendes
1479,That's What I Like,Bruno Mars
"1480,X,""Nicky Jam, J Balvin"""
1481,拿下這一場,Cosmos People
1482,Love Is Madness (feat. Halsey),Thirty Seconds To Mars
"1483,Nena Maldicion (feat. Lenny Tavarez),""Paulo Londra, Lenny Tavárez"""
1484,Caramela - Greek Version,Eleni Foureira
1485,The Other,Lauv
1486,Bad Liar,Selena Gomez
1487,Have It All,Jason Mraz
1488,進化理論,BOYS AND MEN
1489,Nonstop,Drake
1490,Toy,Netta
1491,Kung Fu,Cordae
"1492,""1, 2, 3!"",SEUNGRI"
1493,New Light,John Mayer
1494,Noticed,Lil Mosey
"1495,Clandestino,""Shakira, Maluma"""
1496,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine
1497,Girls Like You (feat. Cardi B),Maroon 5
"1498,Air Max,""Rim'K, Ninho"""
1499,Symphony (feat. Zara Larsson),Clean Bandit
1500,Higher Ground,Rasmussen
1501,Chun-Li,Nicki Minaj
1502,Dancing in the Moonlight (feat. NEIMY),Jubël
1503,Kream (feat. Tyga),Iggy Azalea
"1504,Asesina,""Brytiago, Darell"""
1505,Dance Macabre,Ghost
1506,Lovers,Anna of the North
1507,Treat You Better,Shawn Mendes
1508,Sólo Yo,CNCO
1509,Bed (feat. Ariana Grande),Nicki Minaj
1510,Side Effects (feat. Emily Warren),The Chainsmokers
1511,Bounce Back,Big Sean
"1512,First Time,""Kygo, Ellie Goulding"""
1513,Hålla emot (feat. Madi Banja),Danny Saucedo
1514,Cuando Nadie Ve,Morat
1515,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine
1516,Casi Todo,La Vela Puerca
1517,MOOO!,Doja Cat
1518,La Cintura (feat. Flo Rida & TINI) - Remix,Alvaro Soler
1519,Crying in the Club,Camila Cabello
1520,Bed (feat. Ariana Grande),Nicki Minaj
1521,Losing It,FISHER
"1522,4 AM,""2 Chainz, Travis Scott"""
1523,Davide (feat. Coez),Gemitaiz
1524,Barbie Dreams,Nicki Minaj
1525,El Préstamo,Maluma
1526,半天假,張涵真
"1527,Escápate Conmigo,""Wisin, Ozuna"""
1528,Get It,PRISTIN V
1529,Imitadora,Romeo Santos
1530,Eastside (with Halsey & Khalid),benny blanco
1531,Trip,Ella Mai
"1532,Meine Hand,""Mariuslu, Leo Xia"""
1533,Kevin’s Heart,J. Cole
"1534,Confia Remix,""Juhn, Ozuna"""
1535,John The Fisherman,Primus
1536,Me Muero,Carlos Rivera
"1537,Thunderclouds,""Sia, Diplo, Labrinth, LSD"""
1538,I Dreamt We Spoke Again,Death Cab for Cutie
1539,FAKE LOVE,BTS
1540,Natural,Imagine Dragons
"1541,Peach Jam,""88rising, Joji, BlocBoy JB"""
1542,I Might Need Security,Chance the Rapper
1543,In My Feelings,Drake
1544,Way Back Home,SHAUN
1545,Majesty (with Labrinth & feat. Eminem),Nicki Minaj
1546,Ela Tira o Pau da Tcheca Pra Botar Na Boca,MC Theuzyn
1547,Sopra,Gazzelle
1548,Level Up,Ciara
"1549,Il Conforto,""Tiziano Ferro, Carmen Consoli"""
1550,Boys,Charli XCX
"1551,Better,""Chantel Jeffries, BlocBoy JB, Vory"""
1552,Riptide,Vance Joy
1553,Taking A Walk,Trippie Redd
"1554,Desemberkveðja,""Sigríður Thorlacius, Sigurður Guðmundsson"""
1555,Adan y Eva,Paulo Londra
1556,Kung Fu,Cordae
"1557,In My Mind,""Dynoro, Gigi D'Agostino"""
"1558,Darkside,""Alan Walker, Au/Ra, Tomine Harket"""
1559,Kung Fu,Cordae
"1560,Sixteen,""MadSkill, Sensey, Adam Mišík"""
1561,In My Head,Peter Manos
"1562,Goodbye (feat. Nicki Minaj & Willy William),""Jason Derulo, David Guetta"""
"1563,Calypso - Remix,""Luis Fonsi, KAROL G, Andrés Torres, Mauricio Rengifo"""
1564,BOMBAY,V:RGO
"1565,""""""99"""""",Barns Courtney"
1566,Burn,Lou Doillon
"1567,Adidasii,""Satra B.E.N.Z., Damia"""
1568,Ni Gucci Ni Prada,Kenny Man
1569,GOOD VIBE (feat. Starr Chen & Moozlie),頑童Mj116
1570,Hermetico,Balkan Beat Box
1571,Sweet but Psycho,Ava Max
1572,a lot,21 Savage
1573,Зын,Bolat Nurimov
"1574,Mocca - Remix,""Lalo Ebratt, J Balvin, Trapical"""
"1575,I'll Never Love Again - Film Version - Radio Edit,""Lady Gaga, Bradley Cooper"""
1576,Pure Water (with Migos),Mustard
1577,Mia Khalifa,iLOVEFRiDAY
1578,Fairytale of New York (feat. Kirsty MacColl),The Pogues
"1579,Benger,""Chłopaky, Dj Slavic"""
"1580,Sígueme - Remix,""Feid, Sech"""
1581,Dancing With A Stranger (with Normani),Sam Smith
1582,Suge,DaBaby
1583,Lie To Me (feat. Julia Michaels),5 Seconds of Summer
1584,Sola,Manuel Turizo
1585,Την Ψυχολογο,Fy
"1586,Lost In Space,""Infected Mushroom, Tuna, A-WA"""
1587,Sola,Manuel Turizo
"1588,Tout oublier,""Angèle, Roméo Elvis"""
"1589,""thank u, next"",Ariana Grande"
1590,Cien Años,Abel Pintos
1591,Juice,Lizzo
1592,11 Minutes (with Halsey feat. Travis Barker),YUNGBLUD
"1593,""Don't Give Up On Me - (From """"Five Feet Apart"""")"",Andy Grammer"
1594,Chlorine,Twenty One Pilots
1595,Rebota,Guaynaa
"1596,""Kak si, kazhi"",Galin"
1597,Ayam,Tamer Ashour
1598,If I Can't Have You,Shawn Mendes
1599,Nights Like This (feat. Ty Dolla $ign),Kehlani
1600,Baller los,MERO
1601,Baby Sitter (feat. Offset),DaBaby
1602,Cradles,Sub Urban
1603,Drink Too Much,G Flip
1604,Skibidi,Little Big
1605,Let Me Down Slowly,Alec Benjamin
1606,Don't Call Me Up,Mabel
"1607,So Close,""NOTD, Felix Jaehn, Captain Cuts, Georgia Ku"""
1608,La Mejor Version de Mi,Natti Natasha
"1609,Con Calma,""Daddy Yankee, Snow"""
1610,Thick Niggas and Anime Tiddies,Dbangz
1611,Wow.,Post Malone
1612,Worth It,YK Osiris
"1613,EARFQUAKE,""Tyler, The Creator"""
1614,monster,21 Savage
"1615,La Mentira - Remix,""Brytiago, Rafa Pabön, Sech, Myke Towers, Cazzu, Rauw Alejandro"""
1616,Flossin (feat. DJ Suede The Remix God),The Backpack Kid
1617,Get Dat,Rayelle
"1618,Gece Gibi Gönlün,""Alper Eğri, . Irmak Arıcı"""
"1619,Vivir Bailando,""Silvestre Dangond, Maluma"""
1620,The Barrel,Aldous Harding
"1621,A Bright,""Kvi Baba, SALU"""
1622,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie
1623,Allt för mig,Victor Leksell
1624,RESISTER,ASCA
1625,Зелёные волны,Zivert
1626,Besándote,Taylor Diaz
1627,I Don't Care (with Justin Bieber),Ed Sheeran
1628,Sucker,Jonas Brothers
"1629,Soltera,""Lunay, Chris Jedi, Gaby Music"""
1630,Techno Prank,Dubdogz
"1631,Shallow,""Lady Gaga, Bradley Cooper"""
"1632,Andan Diciendo,""Ventino, Lalo Ebratt, Yera"""
"1633,Mocca - Remix,""Lalo Ebratt, J Balvin, Trapical"""
"1634,""Mujeres (Mozart La Para, Justin Quiles, Farruko, Jowell & Randy) - Remix"",Mozart La Para"
1635,Forever Young,UNDRESSD
"1636,Baby,""Amenazzy, Nicky Jam, Farruko"""
1637,Surfer,be vis
1638,4:20,Kreisais Krasts
1639,Achilles,GARETH FERNANDEZ
1640,bad guy,Billie Eilish
1641,On A Roll,Ashley O
"1642,""Vamo a da una Vuelta (feat. Quimico Ultra Mega, Secreto El Famoso Biberon, Black Jonas point & mark b) - Remix"",""Bryant Myers, Secreto """"El Famoso Biberon"""", Mark B."""
"1643,""A Whole New World (End Title) - From """"Aladdin"""""",""ZAYN, Zhavia Ward"""
"1644,对于你来说,""Yezhi, Eileen Yo"""
1645,Rudi das Rüsselschwein,Dicht und Doof
1646,The Git Up,Blanco Brown
1647,Old Town Road,Lil Nas X
1648,Rick nebo Raf Mixtape Version,Yzomandias
1649,You Need To Calm Down,Taylor Swift
"1650,Con Altura,""ROSALÍA, J Balvin, El Guincho"""
"1651,Joyful Noise,""FLAME, Lecrae, John Reilly"""
1652,Immer du,Julia Beautx
"1653,Never Ending Story,""Gaten Matarazzo, Gabriella Pizzolo"""
1654,イチリンソウ,Sayaka Yamamoto
1655,Baby Sitter (feat. Offset),DaBaby
"1656,Pasarela,""Juan y Rafa, Lucía"""
1657,Cien Años,Abel Pintos
"1658,""fuck, i'm lonely"",""Lauv, Anne-Marie"""
1659,Loco,Beéle
1660,Hair Down (feat. Kendrick Lamar),SiR
1661,Cảm Ơn Và Xin Lỗi,Chillies
1662,Focus (feat. 21 Savage),Bazzi
1663,Shine For Singapore,Hady Mirza
1664,Margarita (con Marracash),Elodie
1665,Kung Maibabalik Ko Lang,Budakhel
1666,Taste (Make It Shake),Aitch
"1667,Te Olvidaré,""MYA, Pedro Capó"""
"1668,Ignorantes,""Bad Bunny, Sech"""
"1669,Lalala,""Y2K, bbno$"""
"1670,Labass,""Mons, Flenn"""
"1671,Doorheen,""Bizzey, Bilal Wahib, Ronnie Flex, Ramiks"""
"1672,Marzenia,""Mr. Polska, Bedoes"""
"1673,Bajo La Mesa,""Morat, Sebastian Yatra"""
1674,Filter,BTS
1675,Soy Tico,Mauricio Penagos Villegas
"1676,Que Mas Pues - Remix,""Sech, Justin Quiles, Maluma, Nicky Jam, Farruko, Dalex, Lenny Tavárez"""
"1677,""Calipso (with Dardust) (feat. Sfera Ebbasta, Mahmood & Fabri Fibra)"",Charlie Charles"
1678,Kiss Me More (feat. SZA),Doja Cat
1679,Tunnel Vision (Outro),Pop Smoke
"1680,Crowded Table,""The Highwomen, Brandi Carlile, Natalie Hemby, Maren Morris, Amanda Shires"""
1681,Devotion (ft. Cameron Hayes),Dimension
1682,ファンファーレ,sumika
"1683,Днями-ночами,""pyrokinesis, MUKKA"""
1684,Roses - Imanbek Remix,SAINt JHN
"1685,LA CANCIÓN,""J Balvin, Bad Bunny"""
1686,Feelings,Lauv
1687,Dior,Pop Smoke
1688,El Sol No Regresa,La Quinta Estacion
1689,Masyado Pang Maaga,Ben&Ben
"1690,Hasta Que Dios Diga,""Anuel AA, Bad Bunny"""
1691,Play Date,Melanie Martinez
1692,Sweater Weather,The Neighbourhood
1693,Adicto (with Anuel AA & Ozuna),Tainy
1694,Ransom,Lil Tecca
"1695,Bambolina,""Killa Fonic, Carla's Dreams"""
1696,No Te Contaron Mal,Christian Nodal
"1697,芒种,""音阙诗听, 赵方婧"""
1698,Solo A Ti,Boza
1699,אגרוף,Eden Ben Zaken
1700,The Less I Know The Better,Tame Impala
1701,Mala Fama,Danna Paola
"1702,Happier,""Marshmello, Bastille"""
"1703,Fantasias,""Rauw Alejandro, Farruko"""
1704,Play Date,Melanie Martinez
"1705,""DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix"",""Justin Quiles, Natti Natasha, Farruko"""
1706,Sour Candy (with BLACKPINK),Lady Gaga
1707,traitor,Olivia Rodrigo
1708,Some Say,Nea
1709,Cold Feet,Loud Luxury
1710,Hell Of Desibel,Akif Sarıkaya
1711,A La Tess,Jnr Slice
"1712,Hemija,""Ognjen, Angellina"""
"1713,Stick Out,""kizaru, Big Baby Tape"""
"1714,AYA,""Murda, Ezhel"""
1715,How Do You Sleep?,Sam Smith
1716,Roses - Imanbek Remix,SAINt JHN
"1717,Procura,""ChiChi Peralta, Jandy Feliz"""
1718,Billet d'20,PLK
1719,Me voy de viaje (feat. Aranguren),Jacob Mey
"1720,Quizas,""Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion"""
"1721,Pistoli,""Sin Laurent, TOQUEL"""
1722,讓我留在你身邊,Eason Chan
1723,OK BB,Lbenj
"1724,""Ay, DiOs Mío!"",KAROL G"
"1725,Łańcuch II: Korek,""Taco Hemingway, Artur Rojek"""
1726,Шантаж,Max Korzh
1727,Ice Cream (with Selena Gomez),BLACKPINK
1728,seven,Taylor Swift
"1729,Por Primera Vez,""Camilo, Evaluna Montaner"""
1730,Bahebo,Amr Diab
1731,Watermelon Sugar,Harry Styles
1732,Let's Fall in Love for the Night,FINNEAS
1733,SPACEBAE,Qlas & Blacka
1734,MEGATRON,Nicki Minaj
"1735,กอดในใจ,""Billkin, JAYLERR"""
1736,Shape of You,Ed Sheeran
1737,Sallan,Xir
"1738,En Cero,""Yandel, Sebastian Yatra, Manuel Turizo"""
1739,Cuando Lo Olvides,R.K.M & Ken-Y
"1740,""PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix"",""Feid, J Balvin, Justin Quiles"""
"1741,Sweet Spot,""Papillon, Murta"""
"1742,Eu Que Sabotei,""Mc Mr. Bim, Mc Gw"""
1743,VALENTINO,24kGoldn
"1744,Si Te Vas,""Sech, Ozuna"""
1745,I Should Probably Go To Bed,Dan + Shay
1746,Mood (feat. iann dior),24kGoldn
1747,Mi Cuarto,Jerry Di
1748,Esjan,BRÍET
"1749,Lonely,""Diplo, Jonas Brothers"""
1750,ADMV,Maluma
"1751,Retrograd,""DJ Project, Andia"""
"1752,Fisa - Freestyle,""Super Ed, Shift, Runnix"""
1753,ON,BTS
"1754,El Fin del Mundo,""La La Love You, Axolotes Mexicanos"""
